Type;Days for shipping (real);Days for shipment (scheduled);Benefit per order;Sales per customer;Delivery Status;Late_delivery_risk;Category Id;Category Name;Customer City;Customer Country;Customer Email;Customer Fname;Customer Id;Customer Lname;Customer Password;Customer Segment;Customer State;Customer Street;Customer Zipcode;Department Id;Department Name;Latitude;Longitude;Market;Order City;Order Country;Order Customer Id;order date (DateOrders);Order Id;Order Item Cardprod Id;Order Item Discount;Order Item Discount Rate;Order Item Id;Order Item Product Price;Order Item Profit Ratio;Order Item Quantity;Sales;Order Item Total;Order Profit Per Order;Order Region;Order State;Order Status;Order Zipcode;Product Card Id;Product Category Id;Product Description;Product Image;Product Name;Product Price;Product Status;shipping date (DateOrders);Shipping Mode
TRANSFER;4;4;4.095.000.076;1.169.899.979;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;4513;Robinson;XXXXXXXXX;Consumer;PR;9602 Indian Heath;725;4;Apparel;1.823.310.471;-6.637.058.258;LATAM;Resistencia;Argentina;4513;3/29/2017 12:31;56073;403;13;0.100000001;140215;1.299.900.055;0.349999994;1;1.299.900.055;1.169.899.979;4.095.000.076;South America;Chaco;PENDING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/2/2017 12:31;Standard Class
TRANSFER;4;4;343.199.997;1.143.899.994;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;4513;Robinson;XXXXXXXXX;Consumer;PR;9602 Indian Heath;725;4;Apparel;1.823.310.471;-6.637.058.258;LATAM;Resistencia;Argentina;4513;3/29/2017 12:31;56073;403;1.560.000.038;0.119999997;140214;1.299.900.055;0.300000012;1;1.299.900.055;1.143.899.994;343.199.997;South America;Chaco;PENDING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/2/2017 12:31;Standard Class
TRANSFER;4;4;8.010.000.229;1.143.899.994;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Paul;5115;Chang;XXXXXXXXX;Consumer;PR;6864 High Gate Canyon;725;4;Apparel;1.826.575.279;-6.637.050.629;LATAM;Buenos Aires;Argentina;5115;3/1/2015 17:36;4093;403;1.560.000.038;0.119999997;10201;1.299.900.055;0.07;1;1.299.900.055;1.143.899.994;8.010.000.229;South America;Buenos Aires;PENDING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/5/2015 17:36;Standard Class
TRANSFER;6;4;-3.550.999.832;1.130.899.963;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Tammy;6398;Smith;XXXXXXXXX;Consumer;PR;7370 Sleepy Way;725;4;Apparel;1.826.378.822;-6.637.052.918;LATAM;Buenos Aires;Argentina;6398;2/7/2017 09:47;52640;403;1.689.999.962;0.129999995;131581;1.299.900.055;-0.310000002;1;1.299.900.055;1.130.899.963;-3.550.999.832;South America;Buenos Aires;PENDING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;2/13/2017 9:47;Standard Class
TRANSFER;6;4;2.268.000.031;47.25;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Kevin;3033;Larsen;XXXXXXXXX;Consumer;PR;9010 Hidden Pond Corners;725;5;Golf;182.591.629;-6.637.060.547;LATAM;Buenos Aires;Argentina;3033;4/11/2015 22:16;6915;502;2.75;0.059999999;17316;50;0.479999989;1;50;47.25;2.268.000.031;South America;Buenos Aires;PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/17/2015 22:16;Standard Class
TRANSFER;6;4;7.855.999.756;290.980.011;Late delivery;1;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Brian;595;Smith;XXXXXXXXX;Consumer;PR;3278 Cotton Crest;725;7;Fan Shop;1.835.131.264;-6.596.296.692;LATAM;Buenos Aires;Argentina;595;2/24/2017 4:40;53790;957;9;0.029999999;134482;299.980.011;0.270000011;1;299.980.011;290.980.011;7.855.999.756;South America;Buenos Aires;PENDING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/2/2017 04:40;Standard Class
TRANSFER;4;4;1.078.700.027;371.980.011;Shipping on time;0;45;Fishing;Caguas;Puerto Rico;XXXXXXXXX;Paul;5115;Chang;XXXXXXXXX;Consumer;PR;6864 High Gate Canyon;725;7;Fan Shop;1.826.575.279;-6.637.050.629;LATAM;Buenos Aires;Argentina;5115;3/1/2015 17:36;4093;1004;28;0.07;10202;399.980.011;0.289999992;1;399.980.011;371.980.011;1.078.700.027;South America;Buenos Aires;PENDING;;1004;45;;http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe;Field & Stream Sportsman 16 Gun Fire Safe;399.980.011;0;3/5/2015 17:36;Standard Class
TRANSFER;6;4;7.919.000.244;263.980.011;Late delivery;1;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Kevin;3033;Larsen;XXXXXXXXX;Consumer;PR;9010 Hidden Pond Corners;725;7;Fan Shop;182.591.629;-6.637.060.547;LATAM;Buenos Aires;Argentina;3033;4/11/2015 22:16;6915;957;36;0.119999997;17320;299.980.011;0.300000012;1;299.980.011;263.980.011;7.919.000.244;South America;Buenos Aires;PENDING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;4/17/2015 22:16;Standard Class
TRANSFER;4;4;1.133.899.994;2.519.799.957;Shipping on time;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Paul;5115;Chang;XXXXXXXXX;Consumer;PR;6864 High Gate Canyon;725;7;Fan Shop;1.826.575.279;-6.637.050.629;LATAM;Buenos Aires;Argentina;5115;3/1/2015 17:36;4093;957;48;0.159999996;10198;299.980.011;0.449999988;1;299.980.011;2.519.799.957;1.133.899.994;South America;Buenos Aires;PENDING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;3/5/2015 17:36;Standard Class
TRANSFER;3;4;2.460.000.038;2.459.799.957;Advance shipping;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Aaron;9538;Salazar;XXXXXXXXX;Consumer;PR;8824 Round Mountain Falls;725;7;Fan Shop;1.825.386.238;-6.637.059.021;LATAM;Buenos Aires;Argentina;9538;3/30/2017 16:11;56152;957;54;0.180000007;140438;299.980.011;0.01;1;299.980.011;2.459.799.957;2.460.000.038;South America;Buenos Aires;PENDING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;4/2/2017 16:11;Standard Class
TRANSFER;5;4;29.75;8.498.999.786;Late delivery;1;9;Cardio Equipment;Caguas;Puerto Rico;XXXXXXXXX;Mary;12322;Cain;XXXXXXXXX;Consumer;PR;5517 Jagged Hollow;725;3;Footwear;1.824.429.703;-663.705.368;LATAM;Buenos Aires;Argentina;12322;6/2/2017 22:24;60554;191;15;0.150000006;151563;9.998.999.786;0.349999994;1;9.998.999.786;8.498.999.786;29.75;South America;Buenos Aires;PROCESSING;;191;9;;http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe;Nike Men's Free 5.0+ Running Shoe;9.998.999.786;0;6/7/2017 22:24;Standard Class
TRANSFER;6;4;4.624.000.168;1.273.899.994;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Jason;9275;Schwartz;XXXXXXXXX;Consumer;PR;5578 Quaking Butterfly Highlands;725;4;Apparel;1.828.501.129;-6.637.051.392;LATAM;Buenos Aires;Argentina;9275;5/28/2017 20:08;60205;403;2.599.999.905;0.02;150631;1.299.900.055;0.360000014;1;1.299.900.055;1.273.899.994;4.624.000.168;South America;Buenos Aires;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;6/3/2017 20:08;Standard Class
TRANSFER;2;4;4.306.000.137;1.273.899.994;Advance shipping;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Maria;1273;Evans;XXXXXXXXX;Consumer;PR;595 Indian Path;725;4;Apparel;182.362.442;-6.637.062.073;LATAM;Buenos Aires;Argentina;1273;4/30/2015 23:49;8221;403;2.599.999.905;0.02;20539;1.299.900.055;0.340000004;1;1.299.900.055;1.273.899.994;4.306.000.137;South America;Buenos Aires;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/2/2015 23:49;Standard Class
TRANSFER;6;4;3.277.999.878;1.260.899.963;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Andrew;7356;Robles;XXXXXXXXX;Consumer;PR;2789 Velvet Carrefour;725;4;Apparel;1.824.988.365;-663.705.368;LATAM;San Justo;Argentina;7356;3/2/2017 18:20;54240;403;3.900.000.095;0.029999999;135612;1.299.900.055;0.25999999;1;1.299.900.055;1.260.899.963;3.277.999.878;South America;Santa Fe;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/8/2017 18:20;Standard Class
TRANSFER;4;4;4.815.999.985;1.234.899.979;Shipping on time;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mark;1748;Smith;XXXXXXXXX;Consumer;PR;1655 Foggy Rise Swale;725;4;Apparel;1.824.350.929;-6.637.060.547;LATAM;Buenos Aires;Argentina;1748;2/14/2017 12:45;53128;403;6.5;0.050000001;132762;1.299.900.055;0.389999986;1;1.299.900.055;1.234.899.979;4.815.999.985;South America;Buenos Aires;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;2/18/2017 12:45;Standard Class
TRANSFER;5;4;1.812.999.916;5.579.000.092;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;12322;Cain;XXXXXXXXX;Consumer;PR;5517 Jagged Hollow;725;4;Apparel;1.824.429.703;-663.705.368;LATAM;Buenos Aires;Argentina;12322;6/2/2017 22:24;60554;365;4.199.999.809;0.07;151561;5.999.000.168;0.330000013;1;5.999.000.168;5.579.000.092;1.812.999.916;South America;Buenos Aires;PROCESSING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;6/7/2017 22:24;Standard Class
TRANSFER;2;4;2.762.000.084;1.104.899.979;Advance shipping;0;18;Men's Footwear;Manati;Puerto Rico;XXXXXXXXX;Mary;10078;Jones;XXXXXXXXX;Consumer;PR;5282 Silent Landing;674;4;Apparel;1.843.013.001;-6.648.731.232;LATAM;Presidencia Roque Sáenz Peña;Argentina;10078;3/30/2015 7:35;6051;403;19.5;0.150000006;15092;1.299.900.055;0.25;1;1.299.900.055;1.104.899.979;2.762.000.084;South America;Chaco;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/1/2015 07:35;Standard Class
TRANSFER;2;4;-5.630.000.114;4.979.000.092;Advance shipping;0;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Maria;1273;Evans;XXXXXXXXX;Consumer;PR;595 Indian Path;725;4;Apparel;182.362.442;-6.637.062.073;LATAM;Buenos Aires;Argentina;1273;4/30/2015 23:49;8221;365;1.019.999.981;0.170000002;20538;5.999.000.168;-0.109999999;1;5.999.000.168;4.979.000.092;-5.630.000.114;South America;Buenos Aires;PROCESSING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;5/2/2015 23:49;Standard Class
TRANSFER;3;4;2.397.999.954;1.065.899.963;Advance shipping;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;11106;Navarro;XXXXXXXXX;Consumer;PR;6324 Lazy Lane;725;4;Apparel;1.826.016.426;-6.637.059.021;LATAM;Cipolletti;Argentina;11106;2/6/2017 06:27;52562;403;2.339.999.962;0.180000007;131383;1.299.900.055;0.230000004;1;1.299.900.055;1.065.899.963;2.397.999.954;South America;Río Negro;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;2/9/2017 06:27;Standard Class
TRANSFER;6;4;-24.75;1.039.899.979;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;10403;Noble;XXXXXXXXX;Consumer;PR;1469 Dewy Berry Road;725;4;Apparel;1.828.469.276;-6.637.059.021;LATAM;San Justo;Argentina;10403;3/27/2017 17:25;55950;403;26;0.200000003;139896;1.299.900.055;-0.239999995;1;1.299.900.055;1.039.899.979;-24.75;South America;Santa Fe;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/2/2017 17:25;Standard Class
TRANSFER;5;4;-6.448.000.336;1.039.899.979;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Sharon;2501;Caldwell;XXXXXXXXX;Consumer;PR;9615 Misty Grove;725;4;Apparel;1.829.646.874;-663.706.131;LATAM;La Plata;Argentina;2501;5/14/2015 7:41;9134;403;26;0.200000003;22786;1.299.900.055;-0.620000005;1;1.299.900.055;1.039.899.979;-6.448.000.336;South America;Buenos Aires (provincia);PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;5/19/2015 7:41;Standard Class
TRANSFER;6;4;2.077.000.046;9.748.999.786;Late delivery;1;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Mary;10403;Noble;XXXXXXXXX;Consumer;PR;1469 Dewy Berry Road;725;4;Apparel;1.828.469.276;-6.637.059.021;LATAM;San Justo;Argentina;10403;3/27/2017 17:25;55950;403;32.5;0.25;139895;1.299.900.055;0.209999993;1;1.299.900.055;9.748.999.786;2.077.000.046;South America;Santa Fe;PROCESSING;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;4/2/2017 17:25;Standard Class
TRANSFER;2;4;28.5;379.980.011;Advance shipping;0;45;Fishing;Caguas;Puerto Rico;XXXXXXXXX;Mary;6523;Smith;XXXXXXXXX;Consumer;PR;8094 Broad Dale;725;7;Fan Shop;1.828.301.239;-6.637.054.443;LATAM;Buenos Aires;Argentina;6523;4/12/2015 23:09;6986;1004;20;0.050000001;17497;399.980.011;0.079999998;1;399.980.011;379.980.011;28.5;South America;Buenos Aires;PROCESSING;;1004;45;;http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe;Field & Stream Sportsman 16 Gun Fire Safe;399.980.011;0;4/14/2015 23:09;Standard Class
TRANSFER;2;4;1.275.699.997;283.480.011;Advance shipping;0;43;Camping & Hiking;Manati;Puerto Rico;XXXXXXXXX;Mary;10078;Jones;XXXXXXXXX;Consumer;PR;5282 Silent Landing;674;7;Fan Shop;1.843.013.001;-6.648.731.232;LATAM;Presidencia Roque Sáenz Peña;Argentina;10078;3/30/2015 7:35;6051;957;16.5;0.059999999;15091;299.980.011;0.449999988;1;299.980.011;283.480.011;1.275.699.997;South America;Chaco;PROCESSING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;4/1/2015 07:35;Standard Class
TRANSFER;2;4;8.820.999.908;260.980.011;Advance shipping;0;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Mary;6523;Smith;XXXXXXXXX;Consumer;PR;8094 Broad Dale;725;7;Fan Shop;1.828.301.239;-6.637.054.443;LATAM;Buenos Aires;Argentina;6523;4/12/2015 23:09;6986;957;39;0.129999995;17496;299.980.011;0.340000004;1;299.980.011;260.980.011;8.820.999.908;South America;Buenos Aires;PROCESSING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;4/14/2015 23:09;Standard Class
TRANSFER;5;4;-48;2.399.799.957;Late delivery;1;43;Camping & Hiking;Caguas;Puerto Rico;XXXXXXXXX;Sharon;2501;Caldwell;XXXXXXXXX;Consumer;PR;9615 Misty Grove;725;7;Fan Shop;1.829.646.874;-663.706.131;LATAM;La Plata;Argentina;2501;5/14/2015 7:41;9134;957;60;0.200000003;22785;299.980.011;-0.200000003;1;299.980.011;2.399.799.957;-48;South America;Buenos Aires (provincia);PROCESSING;;957;43;;http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014;Diamondback Women's Serene Classic Comfort Bi;299.980.011;0;5/19/2015 7:41;Standard Class
TRANSFER;6;4;8.869.999.886;1.182.900.009;Shipping canceled;0;18;Men's Footwear;Caguas;Puerto Rico;XXXXXXXXX;Jesse;749;Matthews;XXXXXXXXX;Consumer;PR;529 Cotton Branch Grove;725;4;Apparel;182.275.734;-6.604.399.109;LATAM;Buenos Aires;Argentina;749;3/4/2015 00:36;4250;403;1.169.999.981;0.090000004;10631;1.299.900.055;0.079999998;1;1.299.900.055;1.182.900.009;8.869.999.886;South America;Buenos Aires;SUSPECTED_FRAUD;;403;18;;http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat;Nike Men's CJ Elite 2 TD Football Cleat;1.299.900.055;0;3/10/2015 00:36;Standard Class
TRANSFER;2;4;1.469.999.981;3.918.999.863;Shipping canceled;0;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Nicholas;1892;Smith;XXXXXXXXX;Consumer;PR;773 Fallen Pioneer Mews;725;5;Golf;1.824.469.185;-6.637.050.629;LATAM;San Juan;Argentina;1892;2/15/2017 2:04;53166;627;0.800000012;0.02;132840;3.999.000.168;0.379999995;1;3.999.000.168;3.918.999.863;1.469.999.981;South America;San Juan;SUSPECTED_FRAUD;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;2/17/2017 2:04;Standard Class
TRANSFER;4;4;3.218.000.031;99;Shipping on time;0;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Brenda;9988;Simmons;XXXXXXXXX;Consumer;PR;3141 Pleasant Corner;725;5;Golf;1.820.420.265;-6.637.049.866;LATAM;La Plata;Argentina;9988;2/4/2017 14:31;52448;502;1;0.01;131088;50;0.330000013;2;100;99;3.218.000.031;South America;Buenos Aires (provincia);PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/8/2017 14:31;Standard Class
TRANSFER;6;4;4.704.000.092;98;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Tammy;6398;Smith;XXXXXXXXX;Consumer;PR;7370 Sleepy Way;725;5;Golf;1.826.378.822;-6.637.052.918;LATAM;Buenos Aires;Argentina;6398;2/7/2017 09:47;52640;502;2;0.02;131579;50;0.479999989;2;100;98;4.704.000.092;South America;Buenos Aires;PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/13/2017 9:47;Standard Class
TRANSFER;6;4;1.019.999.981;1.019.800.034;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;10403;Noble;XXXXXXXXX;Consumer;PR;1469 Dewy Berry Road;725;4;Apparel;1.828.469.276;-6.637.059.021;LATAM;San Justo;Argentina;10403;3/27/2017 17:25;55950;365;18;0.150000006;139894;5.999.000.168;0.100000001;2;1.199.800.034;1.019.800.034;1.019.999.981;South America;Santa Fe;PROCESSING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;4/2/2017 17:25;Standard Class
TRANSFER;6;4;2.495.999.908;9.598.000.336;Late delivery;1;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Andrew;7356;Robles;XXXXXXXXX;Consumer;PR;2789 Velvet Carrefour;725;4;Apparel;1.824.988.365;-663.705.368;LATAM;San Justo;Argentina;7356;3/2/2017 18:20;54240;365;24;0.200000003;135611;5.999.000.168;0.25999999;2;1.199.800.034;9.598.000.336;2.495.999.908;South America;Santa Fe;PROCESSING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;3/8/2017 18:20;Standard Class
TRANSFER;4;4;1.960.000.038;98;Shipping on time;0;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Mark;1748;Smith;XXXXXXXXX;Consumer;PR;1655 Foggy Rise Swale;725;5;Golf;1.824.350.929;-6.637.060.547;LATAM;Buenos Aires;Argentina;1748;2/14/2017 12:45;53128;502;2;0.02;132760;50;0.02;2;100;98;1.960.000.038;South America;Buenos Aires;PROCESSING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;2/18/2017 12:45;Standard Class
TRANSFER;5;4;6.400.000.095;7.277.999.878;Late delivery;1;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;Sharon;2501;Caldwell;XXXXXXXXX;Consumer;PR;9615 Misty Grove;725;5;Golf;1.829.646.874;-663.706.131;LATAM;La Plata;Argentina;2501;5/14/2015 7:41;9134;627;7.199.999.809;0.090000004;22788;3.999.000.168;0.090000004;2;7.998.000.336;7.277.999.878;6.400.000.095;South America;Buenos Aires (provincia);PROCESSING;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;5/19/2015 7:41;Standard Class
TRANSFER;6;4;-132;88;Late delivery;1;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Mary;10403;Noble;XXXXXXXXX;Consumer;PR;1469 Dewy Berry Road;725;5;Golf;1.828.469.276;-6.637.059.021;LATAM;San Justo;Argentina;10403;3/27/2017 17:25;55950;502;12;0.119999997;139893;50;-1.5;2;100;88;-132;South America;Santa Fe;PROCESSING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/2/2017 17:25;Standard Class
TRANSFER;6;4;4.130.000.114;6.558.000.183;Late delivery;1;29;Shop By Sport;Caguas;Puerto Rico;XXXXXXXXX;David;6181;Lucas;XXXXXXXXX;Consumer;PR;6986 Hazy View Dell;725;5;Golf;1.820.812.035;-6.637.056.732;LATAM;Buenos Aires;Argentina;6181;3/4/2017 21:08;54385;627;1.439.999.962;0.180000007;136002;3.999.000.168;0.059999999;2;7.998.000.336;6.558.000.183;4.130.000.114;South America;Buenos Aires;PROCESSING;;627;29;;http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe;Under Armour Girls' Toddler Spine Surge Runni;3.999.000.168;0;3/10/2017 21:08;Standard Class
TRANSFER;6;4;8.869.999.886;3.165.999.985;Late delivery;1;36;Golf Balls;Caguas;Puerto Rico;XXXXXXXXX;David;6181;Lucas;XXXXXXXXX;Consumer;PR;6986 Hazy View Dell;725;6;Outdoors;1.820.812.035;-6.637.056.732;LATAM;Buenos Aires;Argentina;6181;3/4/2017 21:08;54385;797;4.320.000.172;0.119999997;136004;1.798.999.977;0.280000001;2;3.597.999.954;3.165.999.985;8.869.999.886;South America;Buenos Aires;PROCESSING;;797;36;;http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove;Hirzl Women's Soffft Flex Golf Glove;1.798.999.977;0;3/10/2017 21:08;Standard Class
TRANSFER;6;4;6.197.999.954;1.511.699.982;Late delivery;1;3;Baseball & Softball;Caguas;Puerto Rico;XXXXXXXXX;Mary;10269;Flowers;XXXXXXXXX;Consumer;PR;833 Honey Panda Acres;725;2;Fitness;1.828.783.035;-663.705.368;LATAM;Buenos Aires;Argentina;10269;2/22/2015 11:08;3595;44;2.879.999.924;0.159999996;8937;5.999.000.168;0.409999996;3;1.799.700.012;1.511.699.982;6.197.999.954;South America;Buenos Aires;PENDING;;44;3;;http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat;adidas Men's F10 Messi TRX FG Soccer Cleat;5.999.000.168;0;2/28/2015 11:08;Standard Class
TRANSFER;4;4;7.083.999.634;1.475.800.018;Shipping on time;0;17;Cleats;Caguas;Puerto Rico;XXXXXXXXX;Mary;4513;Robinson;XXXXXXXXX;Consumer;PR;9602 Indian Heath;725;4;Apparel;1.823.310.471;-6.637.058.258;LATAM;Resistencia;Argentina;4513;3/29/2017 12:31;56073;365;3.238.999.939;0.180000007;140217;5.999.000.168;0.479999989;3;1.799.700.012;1.475.800.018;7.083.999.634;South America;Chaco;PENDING;;365;17;;http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck;Perfect Fitness Perfect Rip Deck;5.999.000.168;0;4/2/2017 12:31;Standard Class
TRANSFER;4;4;178.199.997;148.5;Shipping on time;0;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Paul;5115;Chang;XXXXXXXXX;Consumer;PR;6864 High Gate Canyon;725;5;Golf;1.826.575.279;-6.637.050.629;LATAM;Buenos Aires;Argentina;5115;3/1/2015 17:36;4093;502;1.5;0.01;10199;50;0.119999997;3;150;148.5;178.199.997;South America;Buenos Aires;PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;3/5/2015 17:36;Standard Class
TRANSFER;4;4;3.915.000.153;130.5;Shipping on time;0;24;Women's Apparel;Caguas;Puerto Rico;XXXXXXXXX;Mary;4513;Robinson;XXXXXXXXX;Consumer;PR;9602 Indian Heath;725;5;Golf;1.823.310.471;-6.637.058.258;LATAM;Resistencia;Argentina;4513;3/29/2017 12:31;56073;502;19.5;0.129999995;140216;50;0.300000012;3;150;130.5;3.915.000.153;South America;Chaco;PENDING;;502;24;;http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo;Nike Men's Dri-FIT Victory Golf Polo;50;0;4/2/2017 12:31;Standard Class
